time,latitude,longitude,depth,mag,Nearest City,Distance,label
2021-12-21,31.2206,142.2798,10.0,5.1,>200 KM of Nearest City,551.8178283892937,True
2021-12-21,31.176,142.2091,10.0,4.6,>200 KM of Nearest City,553.5162577642827,False
2021-12-21,31.4386,142.0954,10.0,4.4,>200 KM of Nearest City,522.4630284712047,False
2021-12-21,31.3815,142.2643,10.0,4.5,>200 KM of Nearest City,535.0266195880422,False
2021-12-21,31.1057,142.2599,10.0,4.1,>200 KM of Nearest City,562.6307436276686,False
2021-12-21,31.5346,142.4628,10.0,4.7,>200 KM of Nearest City,528.4156809200505,True
2021-12-21,31.5436,142.397,10.0,4.7,>200 KM of Nearest City,524.6012719299152,True
2021-12-21,31.0953,142.3001,10.0,4.4,>200 KM of Nearest City,565.2709691234131,False
2021-12-20,33.2724,140.5995,42.08,4.4,>200 KM of Nearest City,281.3454206569298,False
2021-12-20,42.3918,142.6649,40.84,5.1,Obihiro,73.21333701102985,True
2021-12-20,43.5239,132.3622,490.1,4.1,>200 KM of Nearest City,880.5074273729326,False
2021-12-20,31.1615,142.1977,10.0,4.4,>200 KM of Nearest City,554.5424616092316,False
2021-12-19,38.4235,142.1183,54.34,4.3,Sendai,110.53695101025791,False
2021-12-19,31.4701,142.2915,10.0,4.5,>200 KM of Nearest City,527.316039864429,False
2021-12-17,31.5001,142.3733,10.0,4.7,>200 KM of Nearest City,527.8502580613294,True
2021-12-17,31.527,142.3153,10.0,4.3,>200 KM of Nearest City,522.6793399347467,False
2021-12-17,31.0055,142.2823,10.0,4.2,>200 KM of Nearest City,573.6665356314561,False
2021-12-17,37.7009,141.6721,66.85,4.3,Sendai,94.55426089701889,False
2021-12-16,31.2755,142.3019,10.0,4.5,>200 KM of Nearest City,547.1976615475595,False
2021-12-16,35.7261,139.9344,57.15,4.2,Tokyo,22.29235682469587,False
2021-12-16,31.2584,142.3958,10.0,4.1,>200 KM of Nearest City,552.8055953303757,False
2021-12-16,31.5776,141.7274,10.0,4.4,>200 KM of Nearest City,494.50052308660656,False
2021-12-16,31.4987,142.3322,10.0,4.8,>200 KM of Nearest City,526.210492383488,True
2021-12-16,37.3728,142.0054,38.9,4.3,Sendai,141.0075091397796,False
2021-12-15,31.0133,142.3174,10.0,4.5,>200 KM of Nearest City,574.2499952661899,False
2021-12-15,30.9915,142.0754,10.0,4.8,>200 KM of Nearest City,567.324554698294,True
2021-12-15,31.3562,142.2618,10.0,4.6,>200 KM of Nearest City,537.4589938515184,False
2021-12-15,31.5017,142.3373,10.0,4.6,>200 KM of Nearest City,526.1327958999333,False
2021-12-15,31.5136,142.3373,10.0,4.4,>200 KM of Nearest City,524.9544739753894,False
2021-12-15,31.4933,142.2539,10.0,4.4,>200 KM of Nearest City,523.4213688037424,False
2021-12-15,31.4123,142.2197,10.0,4.5,>200 KM of Nearest City,530.1069876115836,False
2021-12-15,31.3837,142.3119,10.0,4.7,>200 KM of Nearest City,536.7854746497718,True
2021-12-15,31.4441,142.1377,10.0,4.2,>200 KM of Nearest City,523.5893847950052,False
2021-12-15,31.4946,142.2437,10.0,4.7,>200 KM of Nearest City,522.8644207781109,True
2021-12-15,31.0118,141.9852,10.0,4.2,>200 KM of Nearest City,562.012621138541,False
2021-12-15,31.0028,142.2508,10.0,4.9,>200 KM of Nearest City,572.7216722149151,True
2021-12-15,31.4056,142.1497,10.0,4.3,>200 KM of Nearest City,527.95142021377,False
2021-12-14,31.378,142.395,10.0,4.4,>200 KM of Nearest City,540.8749102983273,False
2021-12-14,31.1418,142.4968,10.0,4.4,>200 KM of Nearest City,568.6882155035763,False
2021-12-14,31.455,142.2258,10.0,4.5,>200 KM of Nearest City,526.0783532795473,False
2021-12-13,31.0386,142.343,10.0,4.6,>200 KM of Nearest City,572.7062650940268,False
2021-12-12,31.1317,142.2302,10.0,4.5,>200 KM of Nearest City,558.8321635646303,False
2021-12-12,31.1334,142.229,10.0,4.5,>200 KM of Nearest City,558.6129041337249,False
2021-12-12,31.1659,142.3215,10.0,4.6,>200 KM of Nearest City,559.0088613271295,False
2021-12-12,31.1117,142.2796,10.0,4.7,>200 KM of Nearest City,562.8002504642336,True
2021-12-12,34.4766,140.3017,61.17,4.4,Tokyo,145.83802517719127,False
2021-12-12,36.1384,139.7873,55.92,4.9,Tokyo,50.659026799307576,True
2021-12-12,44.4726,140.9111,256.15,4.7,>200 KM of Nearest City,252.77876685112798,True
2021-12-12,31.1364,142.1859,10.0,4.4,>200 KM of Nearest City,556.6353028148325,False
2021-12-11,31.2652,142.3826,10.0,4.4,>200 KM of Nearest City,551.5731541444721,False
2021-12-11,31.2224,142.1485,10.0,4.6,>200 KM of Nearest City,546.4514336999521,False
2021-12-11,38.3621,141.7703,63.79,4.1,Sendai,79.5488853703484,False
2021-12-10,31.1796,142.3677,10.0,4.4,>200 KM of Nearest City,559.5174360953414,False
2021-12-09,31.12,142.53,10.0,4.7,>200 KM of Nearest City,572.2693747116435,True
2021-12-09,31.1395,142.464,10.0,4.5,>200 KM of Nearest City,567.5322335750878,False
2021-12-08,37.7511,141.6418,54.16,5.1,Sendai,88.87266757707279,True
2021-12-07,41.6372,141.8613,56.56,4.3,Obihiro,180.18768246605063,False
2021-12-07,37.1897,141.2939,10.0,4.9,Sendai,125.50896874045446,True
2021-12-07,30.5495,138.7051,406.33,4.5,>200 KM of Nearest City,541.7158850079411,False
2021-12-07,36.1355,141.9289,35.0,4.6,>200 KM of Nearest City,207.49110755561085,False
